session_id,charge_date,vehicle_model,region,driving_style,charger_type,battery_capacity_kwh,state_of_charge_start,state_of_charge_end,charging_power_kw,charging_duration_mins,energy_consumed_kwh,charging_cost_inr_per_kwh,efficiency_km_per_kwh,predicted_range_km,actual_range_km,vehicle_price_inr,cost_inr
EV0467,2026-05-12T16:43:00,MG ZS EV,Bengaluru,Normal,AC,50.3,19.0,72.5,7.2,236.3,27.74,7.16,5.74,209.4,193.3,1899000,198.62
EV0468,2026-01-24T15:55:00,Hyundai Kona,Pune,Sport,AC,39.2,18.4,76.7,7.2,192.9,22.94,11.09,5.2,156.2,156.1,2371000,254.4
EV0469,2026-06-17T11:12:00,BYD Atto 3,Hyderabad,Normal,AC,60.5,27.4,79.6,7.2,272.7,31.76,7.78,5.88,283.4,258.1,2499000,247.09
EV0470,2026-05-13T12:39:00,Mahindra XUV400,Chennai,Eco,DC Fast,39.4,46.9,92.4,50.0,27.3,18.74,7.03,7.02,255.3,225.0,1599000,131.74
EV0471,2026-04-14T15:41:00,Tata Nexon EV,Mumbai,Normal,AC,40.5,19.5,95.7,7.2,267.5,31.48,7.53,6.59,255.5,270.3,1450000,237.04
EV0472,2026-04-27T01:36:00,Tata Nexon EV,Pune,Normal,AC,40.5,14.4,91.7,7.2,267.1,31.53,8.04,5.91,219.5,210.9,1450000,253.5
EV0473,2026-05-03T22:21:00,Mahindra XUV400,Hyderabad,Eco,DC Fast,39.4,21.0,79.9,50.0,32.2,24.0,11.56,6.8,214.1,216.8,1599000,277.44
EV0474,2026-03-24T20:21:00,Mahindra XUV400,Bengaluru,Sport,AC,39.4,18.2,78.6,7.2,216.7,25.42,11.82,5.77,178.6,166.9,1599000,300.46
EV0475,2026-02-25T20:47:00,MG ZS EV,Hyderabad,Eco,AC,50.3,23.0,70.6,3.3,441.3,24.05,7.51,6.39,227.0,215.9,1899000,180.62
EV0476,2026-04-22T13:38:00,Hyundai Kona,Chennai,Normal,DC Fast,39.2,32.1,75.8,50.0,24.6,17.8,8.25,5.94,176.5,167.7,2371000,146.85
EV0477,2026-03-19T11:50:00,MG ZS EV,Pune,Normal,AC,50.3,24.1,95.2,7.2,308.3,36.31,8.73,6.32,302.5,262.6,1899000,316.99
EV0478,2026-01-03T14:26:00,Hyundai Kona,Chennai,Sport,AC,39.2,44.3,74.8,7.2,107.7,12.43,9.75,4.95,145.3,144.3,2371000,121.19
EV0479,2026-02-22T05:39:00,Hyundai Kona,Bengaluru,Sport,AC,39.2,38.7,87.1,7.2,163.8,19.61,8.51,5.43,185.4,166.7,2371000,166.88
EV0480,2026-05-17T05:36:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,40.8,69.9,7.2,98.4,11.87,7.78,6.39,176.0,159.4,1599000,92.35
EV0481,2026-02-04T14:40:00,BYD Atto 3,Bengaluru,Sport,DC Fast,60.5,18.4,65.6,50.0,40.5,28.58,10.76,4.78,189.6,195.1,2499000,307.52
EV0482,2026-04-14T11:56:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,28.5,75.7,22.0,50.1,18.02,9.13,6.09,181.8,181.1,1599000,164.52
EV0483,2026-05-23T23:31:00,BYD Atto 3,Chennai,Normal,DC Fast,60.5,12.4,83.8,50.0,57.0,42.98,11.49,5.91,299.5,313.3,2499000,493.84
EV0484,2026-03-23T17:47:00,Tata Nexon EV,Bengaluru,Sport,AC,40.5,35.6,83.4,22.0,54.6,19.54,10.26,5.62,189.6,192.2,1450000,200.48
EV0485,2026-04-23T03:36:00,Hyundai Kona,Pune,Eco,AC,39.2,30.9,92.6,3.3,469.7,25.78,10.04,6.48,235.1,223.6,2371000,258.83
EV0486,2026-06-04T02:25:00,Tata Nexon EV,Mumbai,Normal,AC,40.5,45.1,67.0,7.2,77.3,9.07,8.31,6.36,172.5,145.3,1450000,75.37
EV0487,2026-05-09T23:26:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,36.2,77.9,22.0,50.8,17.15,11.42,6.53,206.2,191.9,1450000,195.85
EV0488,2026-05-21T17:44:00,Tata Nexon EV,Chennai,Normal,AC,40.5,37.4,76.9,7.2,138.0,16.37,7.08,6.75,210.2,200.9,1450000,115.9
EV0489,2026-04-06T13:52:00,MG ZS EV,Mumbai,Eco,DC Fast,50.3,21.0,88.0,50.0,45.4,33.62,9.75,6.14,271.8,248.9,1899000,327.79
EV0490,2026-06-05T04:44:00,MG ZS EV,Chennai,Normal,AC,50.3,50.9,75.3,22.0,41.2,11.79,9.1,6.46,244.9,249.6,1899000,107.29
EV0491,2026-01-03T03:44:00,Mahindra XUV400,Hyderabad,Eco,AC,39.4,20.4,90.4,7.2,236.6,27.73,7.62,6.63,236.0,210.3,1599000,211.3
EV0492,2026-01-17T09:48:00,MG ZS EV,Pune,Sport,AC,50.3,48.7,70.3,3.3,201.2,11.04,11.2,5.01,177.2,172.9,1899000,123.65
EV0493,2026-01-11T05:59:00,BYD Atto 3,Hyderabad,Normal,AC,60.5,45.2,83.3,22.0,68.8,22.64,7.5,5.8,292.1,289.8,2499000,169.8
EV0494,2026-03-16T21:18:00,Tata Nexon EV,Bengaluru,Normal,DC Fast,40.5,14.8,67.3,50.0,29.5,21.12,8.38,6.55,178.4,181.4,1450000,176.99
EV0495,2026-06-09T05:43:00,Hyundai Kona,Hyderabad,Normal,AC,39.2,50.5,74.8,22.0,33.4,10.08,10.94,6.31,184.9,177.5,2371000,110.28
EV0496,2026-05-17T09:17:00,BYD Atto 3,Mumbai,Sport,DC Fast,60.5,41.2,67.2,50.0,26.8,15.34,10.76,4.95,201.5,190.1,2499000,165.06
EV0497,2026-01-16T16:24:00,Tata Nexon EV,Pune,Normal,AC,40.5,18.1,81.3,3.3,445.1,24.06,10.08,6.62,217.8,157.6,1450000,242.52
EV0498,2026-05-05T16:40:00,MG ZS EV,Chennai,Normal,AC,50.3,44.1,91.4,7.2,203.8,23.81,10.62,6.31,290.3,285.9,1899000,252.86
EV0499,2026-01-16T18:48:00,Mahindra XUV400,Pune,Sport,AC,39.4,54.8,85.6,7.2,95.0,11.49,11.1,5.3,178.8,176.4,1599000,127.54
EV0500,2026-04-13T09:53:00,Hyundai Kona,Chennai,Normal,AC,39.2,17.7,68.8,22.0,58.5,19.79,10.03,6.31,170.0,166.3,2371000,198.49
EV0501,2026-05-17T18:04:00,BYD Atto 3,Mumbai,Normal,DC Fast,60.5,33.9,89.0,50.0,45.9,33.95,10.58,5.71,307.3,291.4,2499000,359.19
EV0502,2026-03-28T17:06:00,BYD Atto 3,Hyderabad,Normal,AC,60.5,46.1,75.7,7.2,149.2,17.56,8.83,5.48,250.8,228.3,2499000,155.05
EV0503,2026-01-29T14:32:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,22.7,82.3,22.0,69.2,23.17,11.37,6.81,219.9,215.2,2371000,263.44
EV0504,2026-01-19T21:42:00,Tata Nexon EV,Pune,Normal,AC,40.5,32.4,71.5,7.2,137.1,15.88,8.1,6.8,196.9,194.7,1450000,128.63
EV0505,2026-01-19T15:30:00,BYD Atto 3,Chennai,Normal,AC,60.5,54.8,94.8,7.2,202.8,24.03,8.26,5.97,342.3,339.2,2499000,198.49
EV0506,2026-01-23T03:12:00,Hyundai Kona,Hyderabad,Normal,AC,39.2,13.3,86.3,22.0,80.8,26.9,10.19,5.83,197.2,166.9,2371000,274.11
EV0507,2026-02-22T04:18:00,Hyundai Kona,Bengaluru,Eco,AC,39.2,18.7,70.5,22.0,58.2,19.04,10.93,7.04,194.4,193.8,2371000,208.11
EV0508,2026-06-02T14:19:00,MG ZS EV,Chennai,Sport,AC,50.3,33.2,66.4,7.2,143.5,16.63,11.24,5.29,176.8,181.7,1899000,186.92
EV0509,2026-01-05T18:47:00,Hyundai Kona,Pune,Normal,AC,39.2,17.0,92.7,3.3,560.2,30.28,11.41,6.1,221.9,215.7,2371000,345.49
EV0510,2026-04-23T06:33:00,Hyundai Kona,Chennai,Normal,DC Fast,39.2,38.8,74.6,50.0,28.4,14.02,10.99,6.29,184.0,178.7,2371000,154.08
EV0511,2026-05-20T12:49:00,Mahindra XUV400,Mumbai,Sport,AC,39.4,24.6,80.4,22.0,65.4,21.93,11.39,5.07,160.7,148.6,1599000,249.78
EV0512,2026-04-13T09:38:00,Mahindra XUV400,Mumbai,Eco,AC,39.4,54.7,80.5,7.2,89.1,10.3,11.18,6.87,217.7,200.8,1599000,115.15
EV0513,2026-05-05T18:39:00,MG ZS EV,Pune,Normal,AC,50.3,18.4,91.9,7.2,300.4,35.76,9.28,5.73,264.8,283.1,1899000,331.85
EV0514,2026-06-04T00:04:00,MG ZS EV,Hyderabad,Normal,AC,50.3,14.0,79.2,7.2,275.9,32.51,9.49,5.9,234.9,209.5,1899000,308.52
EV0515,2026-02-25T17:32:00,Tata Nexon EV,Chennai,Normal,AC,40.5,22.3,90.5,22.0,78.5,27.08,11.84,6.56,240.4,221.3,1450000,320.63
EV0516,2026-04-21T08:37:00,Mahindra XUV400,Mumbai,Eco,AC,39.4,44.5,76.4,22.0,37.5,12.31,8.83,6.95,209.2,218.4,1599000,108.7
EV0517,2026-01-08T02:22:00,Hyundai Kona,Mumbai,Normal,AC,39.2,52.9,85.0,22.0,36.6,12.89,11.08,6.12,204.0,205.6,2371000,142.82
EV0518,2026-03-10T18:05:00,Hyundai Kona,Pune,Sport,AC,39.2,47.2,81.2,3.3,245.6,13.56,10.8,5.14,163.7,169.9,2371000,146.45
EV0519,2026-05-07T11:58:00,Mahindra XUV400,Chennai,Eco,AC,39.4,38.9,69.0,7.2,104.6,12.3,7.66,7.2,195.6,201.2,1599000,94.22
EV0520,2026-01-09T10:15:00,Mahindra XUV400,Hyderabad,Sport,AC,39.4,48.1,94.1,3.3,341.0,18.39,7.1,5.24,194.2,196.3,1599000,130.57
EV0521,2026-06-28T19:59:00,Mahindra XUV400,Mumbai,Sport,AC,39.4,51.2,78.8,7.2,101.4,11.52,8.94,5.3,164.8,156.0,1599000,102.99
EV0522,2026-02-17T00:21:00,Hyundai Kona,Hyderabad,Normal,AC,39.2,16.1,73.8,7.2,194.8,22.64,7.67,6.58,190.4,200.7,2371000,173.65
EV0523,2026-04-13T07:29:00,BYD Atto 3,Mumbai,Sport,AC,60.5,50.1,87.8,7.2,196.3,23.17,8.44,5.16,274.0,305.2,2499000,195.55
EV0524,2026-04-28T08:53:00,MG ZS EV,Hyderabad,Eco,AC,50.3,51.5,72.8,7.2,91.9,10.8,11.28,6.41,234.8,226.3,1899000,121.82
EV0525,2026-02-04T00:43:00,Tata Nexon EV,Mumbai,Eco,DC Fast,40.5,36.6,67.7,50.0,10.0,11.95,7.58,7.41,203.2,175.7,1450000,90.58
EV0526,2026-05-15T04:32:00,Tata Nexon EV,Pune,Normal,AC,40.5,38.1,97.1,7.2,189.9,22.38,11.18,6.54,257.1,235.2,1450000,250.21
EV0527,2026-03-19T04:57:00,BYD Atto 3,Chennai,Sport,AC,60.5,54.1,77.2,22.0,42.2,14.9,10.81,4.77,222.8,216.5,2499000,161.07
EV0528,2026-06-27T01:14:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,17.7,93.5,3.3,542.7,29.72,8.22,6.05,221.5,196.7,2371000,244.3
EV0529,2026-01-01T06:57:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,17.0,74.5,22.0,65.9,22.52,7.92,6.16,180.8,153.3,1599000,178.36
EV0530,2026-05-12T07:44:00,Tata Nexon EV,Pune,Normal,AC,40.5,20.1,70.2,22.0,58.2,21.41,10.67,6.57,186.6,179.5,1450000,228.44
EV0531,2026-05-25T07:55:00,BYD Atto 3,Hyderabad,Normal,AC,60.5,27.4,74.3,3.3,529.7,28.8,9.81,5.9,265.2,256.6,2499000,282.53
EV0532,2026-03-13T10:33:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,36.5,94.4,22.0,98.8,34.91,9.14,5.86,334.6,298.3,2499000,319.08
EV0533,2026-03-18T14:39:00,BYD Atto 3,Mumbai,Sport,AC,60.5,42.4,76.9,7.2,185.6,21.9,10.64,4.65,216.3,205.1,2499000,233.02
EV0534,2026-05-19T01:06:00,Tata Nexon EV,Chennai,Normal,DC Fast,40.5,23.3,85.6,50.0,32.7,24.03,10.94,6.76,234.1,219.0,1450000,262.89
EV0535,2026-01-27T22:01:00,BYD Atto 3,Hyderabad,Normal,AC,60.5,54.6,86.4,7.2,165.1,19.71,7.16,5.64,294.9,302.4,2499000,141.12
EV0536,2026-04-08T10:24:00,Mahindra XUV400,Chennai,Normal,AC,39.4,28.4,84.8,7.2,201.5,23.47,8.08,6.5,217.2,195.8,1599000,189.64
EV0537,2026-04-12T23:29:00,MG ZS EV,Pune,Eco,AC,50.3,33.9,68.7,7.2,166.6,18.78,8.13,6.06,209.5,192.8,1899000,152.68
EV0538,2026-03-18T00:10:00,Mahindra XUV400,Mumbai,Normal,DC Fast,39.4,15.2,78.9,50.0,32.8,25.7,7.84,6.36,197.7,176.8,1599000,201.49
EV0539,2026-01-17T07:54:00,Hyundai Kona,Chennai,Sport,DC Fast,39.2,53.4,88.6,50.0,18.4,13.75,10.25,5.08,176.3,187.0,2371000,140.94
EV0540,2026-03-08T20:11:00,Mahindra XUV400,Hyderabad,Eco,AC,39.4,32.7,73.1,7.2,135.7,15.75,11.01,6.59,189.8,187.7,1599000,173.41
EV0541,2026-01-07T15:39:00,Hyundai Kona,Hyderabad,Eco,AC,39.2,31.8,72.3,3.3,301.1,16.39,7.3,6.26,177.4,178.8,2371000,119.65
EV0542,2026-02-18T08:22:00,BYD Atto 3,Pune,Normal,DC Fast,60.5,23.5,77.9,50.0,46.9,33.89,10.6,5.69,268.2,243.2,2499000,359.23
EV0543,2026-06-17T19:12:00,Mahindra XUV400,Pune,Sport,DC Fast,39.4,54.6,77.7,50.0,13.7,9.4,9.61,5.13,157.1,133.8,1599000,90.33
EV0544,2026-02-28T20:02:00,Hyundai Kona,Pune,Eco,DC Fast,39.2,43.1,67.9,50.0,21.9,9.68,7.76,6.2,165.0,156.0,2371000,75.12
EV0545,2026-05-05T06:06:00,Tata Nexon EV,Mumbai,Normal,AC,40.5,34.9,88.3,22.0,56.2,22.07,7.92,6.48,231.8,250.2,1450000,174.79
EV0546,2026-02-17T10:33:00,Hyundai Kona,Bengaluru,Sport,AC,39.2,36.9,78.3,7.2,127.8,15.79,7.75,4.95,152.0,147.0,2371000,122.37
EV0547,2026-05-09T12:29:00,Hyundai Kona,Mumbai,Sport,AC,39.2,50.9,94.8,7.2,155.3,18.21,10.86,5.41,200.9,179.2,2371000,197.76
EV0548,2026-05-31T11:33:00,BYD Atto 3,Bengaluru,Sport,AC,60.5,44.8,79.3,7.2,178.2,21.26,10.2,4.63,222.0,215.9,2499000,216.85
EV0549,2026-04-04T07:42:00,Mahindra XUV400,Pune,Eco,AC,39.4,49.4,79.7,7.2,98.8,11.61,8.02,6.61,207.5,214.1,1599000,93.11
EV0550,2026-04-21T04:11:00,MG ZS EV,Pune,Eco,AC,50.3,49.7,77.9,22.0,48.4,14.66,8.38,6.39,250.4,241.9,1899000,122.85
EV0551,2026-01-24T11:47:00,Tata Nexon EV,Chennai,Sport,AC,40.5,20.7,69.5,7.2,168.6,19.79,9.78,5.9,166.2,159.0,1450000,193.55
EV0552,2026-01-21T05:27:00,Tata Nexon EV,Mumbai,Sport,AC,40.5,18.9,71.9,7.2,186.1,21.41,8.06,5.84,170.0,175.8,1450000,172.56
EV0553,2026-01-04T14:41:00,Hyundai Kona,Hyderabad,Normal,AC,39.2,30.7,96.2,7.2,216.7,25.19,9.64,5.88,221.7,214.1,2371000,242.83
EV0554,2026-06-16T09:35:00,MG ZS EV,Chennai,Normal,AC,50.3,45.7,68.3,3.3,212.3,11.38,7.55,6.31,216.5,208.0,1899000,85.92
EV0555,2026-06-14T15:50:00,Hyundai Kona,Pune,Normal,DC Fast,39.2,28.7,81.7,50.0,32.5,21.33,8.13,5.6,179.4,178.6,2371000,173.41
EV0556,2026-03-21T06:15:00,Mahindra XUV400,Mumbai,Eco,AC,39.4,41.7,80.5,22.0,41.7,14.77,10.73,6.64,210.4,220.2,1599000,158.48
EV0557,2026-03-26T09:51:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,33.9,88.5,22.0,90.1,32.37,10.68,5.64,302.0,273.5,2499000,345.71
EV0558,2026-02-16T10:29:00,MG ZS EV,Bengaluru,Sport,DC Fast,50.3,49.2,80.8,50.0,25.6,16.57,8.74,5.32,216.1,209.4,1899000,144.82
EV0559,2026-05-17T06:59:00,BYD Atto 3,Bengaluru,Normal,DC Fast,60.5,49.3,90.4,50.0,32.7,23.65,10.32,5.57,304.7,298.7,2499000,244.07
EV0560,2026-05-02T21:04:00,MG ZS EV,Bengaluru,Sport,AC,50.3,18.9,93.0,7.2,311.0,37.48,9.9,4.67,218.5,188.8,1899000,371.05
EV0561,2026-06-07T18:10:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,13.8,96.1,22.0,93.1,31.38,7.75,6.3,237.3,225.9,2371000,243.2
EV0562,2026-06-12T05:06:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,43.5,86.5,7.2,235.2,27.45,12.0,5.89,308.1,316.8,2499000,329.4
EV0563,2026-02-24T12:10:00,Tata Nexon EV,Chennai,Eco,DC Fast,40.5,34.1,67.8,50.0,17.2,13.48,9.94,6.72,184.5,194.4,1450000,133.99
EV0564,2026-06-23T00:03:00,Tata Nexon EV,Chennai,Normal,DC Fast,40.5,43.9,94.4,50.0,28.0,19.18,10.61,6.48,248.0,234.0,1450000,203.5
EV0565,2026-02-20T14:52:00,Mahindra XUV400,Mumbai,Sport,AC,39.4,22.3,92.7,7.2,230.5,27.21,9.26,4.96,181.1,178.6,1599000,251.96
EV0566,2026-05-16T21:17:00,MG ZS EV,Mumbai,Normal,AC,50.3,17.1,96.2,22.0,112.4,40.78,9.66,6.01,290.5,258.3,1899000,393.93
EV0567,2026-04-27T22:36:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,30.6,85.6,22.0,62.0,22.35,7.89,6.21,209.5,183.8,1599000,176.34
EV0568,2026-03-15T10:18:00,BYD Atto 3,Pune,Normal,DC Fast,60.5,23.1,65.1,50.0,35.8,26.01,12.0,5.69,224.1,234.5,2499000,312.12
EV0569,2026-03-04T19:43:00,BYD Atto 3,Hyderabad,Eco,AC,60.5,23.5,68.1,3.3,502.4,27.16,11.33,6.25,257.4,251.3,2499000,307.72
EV0570,2026-05-11T03:18:00,Tata Nexon EV,Chennai,Eco,AC,40.5,16.7,65.3,7.2,175.5,20.56,11.26,7.56,200.1,211.0,1450000,231.51
EV0571,2026-02-14T12:34:00,Mahindra XUV400,Bengaluru,Eco,AC,39.4,46.8,75.3,7.2,98.0,11.24,10.5,6.89,204.3,192.9,1599000,118.02
EV0572,2026-02-28T19:03:00,MG ZS EV,Bengaluru,Normal,AC,50.3,14.6,94.1,22.0,108.7,38.24,7.12,6.7,317.0,331.3,1899000,272.27
EV0573,2026-05-28T17:39:00,BYD Atto 3,Chennai,Eco,AC,60.5,26.6,85.7,3.3,606.0,33.15,10.35,6.1,316.2,293.6,2499000,343.1
EV0574,2026-05-09T21:19:00,Mahindra XUV400,Hyderabad,Normal,DC Fast,39.4,34.4,77.4,50.0,26.8,16.5,11.25,6.18,188.6,170.6,1599000,185.62
EV0575,2026-02-15T11:26:00,Mahindra XUV400,Mumbai,Normal,DC Fast,39.4,46.7,81.6,50.0,29.6,14.37,7.69,6.51,209.5,204.0,1599000,110.51
EV0576,2026-04-08T05:19:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,50.3,71.3,22.0,37.4,12.4,11.71,5.21,224.7,198.8,2499000,145.2
EV0577,2026-06-09T17:20:00,Mahindra XUV400,Chennai,Normal,DC Fast,39.4,32.4,79.9,50.0,30.2,19.09,10.61,6.56,206.5,203.5,1599000,202.54
EV0578,2026-03-20T12:35:00,Tata Nexon EV,Mumbai,Normal,AC,40.5,22.1,85.6,7.2,203.9,24.41,7.79,6.17,213.7,203.4,1450000,190.15
EV0579,2026-01-28T08:26:00,Tata Nexon EV,Pune,Sport,DC Fast,40.5,25.4,85.8,50.0,24.8,24.44,8.9,5.22,181.6,175.3,1450000,217.52
EV0580,2026-04-30T19:32:00,MG ZS EV,Chennai,Normal,AC,50.3,17.6,79.0,3.3,560.7,30.64,11.27,6.0,238.3,207.2,1899000,345.31
EV0581,2026-05-24T07:03:00,MG ZS EV,Mumbai,Eco,AC,50.3,54.0,74.4,22.0,34.5,9.79,7.47,6.91,258.6,233.2,1899000,73.13
EV0582,2026-04-18T21:28:00,Tata Nexon EV,Chennai,Eco,AC,40.5,38.3,82.4,22.0,49.9,16.64,7.41,7.15,238.5,228.3,1450000,123.3
EV0583,2026-05-24T19:38:00,MG ZS EV,Hyderabad,Sport,AC,50.3,29.8,73.0,22.0,63.1,22.35,9.38,4.92,180.8,172.1,1899000,209.64
EV0584,2026-05-30T09:03:00,Mahindra XUV400,Chennai,Sport,AC,39.4,28.9,76.5,7.2,157.6,18.92,8.77,5.26,158.5,152.4,1599000,165.93
EV0585,2026-05-11T17:45:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,28.5,85.4,22.0,65.9,22.74,8.87,6.51,217.8,203.1,2371000,201.7
EV0586,2026-06-21T03:29:00,Mahindra XUV400,Chennai,Normal,AC,39.4,42.7,84.2,22.0,47.6,16.28,10.32,6.15,204.0,189.5,1599000,168.01
EV0587,2026-03-30T15:17:00,MG ZS EV,Hyderabad,Normal,DC Fast,50.3,50.1,91.7,50.0,31.4,21.07,7.53,6.15,283.5,269.8,1899000,158.66
EV0588,2026-02-27T11:27:00,MG ZS EV,Hyderabad,Normal,AC,50.3,20.3,85.9,7.2,272.4,31.91,9.87,5.87,253.8,233.2,1899000,314.95
EV0589,2026-04-11T06:24:00,MG ZS EV,Pune,Eco,AC,50.3,49.0,87.0,7.2,165.9,20.41,7.28,6.45,282.3,261.3,1899000,148.58
EV0590,2026-05-22T01:36:00,Tata Nexon EV,Bengaluru,Normal,DC Fast,40.5,54.3,95.5,50.0,19.5,17.0,9.09,7.08,274.0,254.8,1450000,154.53
EV0591,2026-02-06T04:19:00,Hyundai Kona,Chennai,Sport,AC,39.2,54.8,83.4,7.2,92.1,10.67,7.56,4.8,157.1,158.7,2371000,80.67
EV0592,2026-03-28T15:40:00,MG ZS EV,Chennai,Eco,AC,50.3,50.9,73.3,7.2,96.3,11.46,10.4,6.4,235.7,221.4,1899000,119.18
EV0593,2026-04-13T23:03:00,MG ZS EV,Pune,Normal,AC,50.3,27.1,72.5,3.3,418.3,22.84,8.99,6.22,226.6,237.4,1899000,205.33
EV0594,2026-03-27T07:58:00,BYD Atto 3,Hyderabad,Sport,AC,60.5,52.3,96.9,7.2,219.6,26.56,8.05,4.78,280.1,293.6,2499000,213.81
EV0595,2026-01-28T20:19:00,MG ZS EV,Hyderabad,Eco,DC Fast,50.3,51.8,72.2,50.0,19.8,10.9,11.09,6.45,234.2,221.8,1899000,120.88
EV0596,2026-01-13T17:48:00,Hyundai Kona,Pune,Normal,AC,39.2,46.8,97.6,22.0,60.9,19.23,8.75,5.98,228.9,239.5,2371000,168.26
EV0597,2026-04-28T08:15:00,Tata Nexon EV,Chennai,Eco,AC,40.5,37.6,89.8,7.2,177.5,20.88,8.54,6.77,246.1,245.6,1450000,178.32
EV0598,2026-06-08T13:38:00,Mahindra XUV400,Hyderabad,Sport,AC,39.4,22.4,88.9,22.0,76.7,27.0,8.35,5.62,196.8,186.1,1599000,225.45
EV0599,2026-05-08T20:53:00,MG ZS EV,Pune,Normal,AC,50.3,35.6,84.7,22.0,67.9,24.72,11.84,6.29,268.0,247.3,1899000,292.68
EV0600,2026-02-22T08:20:00,Hyundai Kona,Hyderabad,Eco,AC,39.2,39.2,88.7,7.2,171.0,20.44,9.88,6.17,214.3,199.1,2371000,201.95
EV0601,2026-03-13T16:14:00,Hyundai Kona,Pune,Eco,AC,39.2,36.3,82.7,22.0,51.8,17.89,9.81,6.81,221.0,194.2,2371000,175.5
EV0602,2026-03-11T18:59:00,Mahindra XUV400,Bengaluru,Eco,AC,39.4,47.3,73.3,22.0,29.3,10.1,10.15,7.04,203.5,192.0,1599000,102.52
EV0603,2026-04-18T03:50:00,Tata Nexon EV,Pune,Eco,AC,40.5,12.2,66.9,7.2,186.4,22.1,8.96,6.98,189.1,172.0,1450000,198.02
EV0604,2026-05-31T19:07:00,BYD Atto 3,Hyderabad,Sport,AC,60.5,43.9,89.5,22.0,77.5,27.21,7.01,4.83,261.7,265.8,2499000,190.74
EV0605,2026-04-06T12:01:00,Hyundai Kona,Hyderabad,Eco,AC,39.2,54.0,74.1,7.2,76.1,8.38,11.93,6.68,194.0,183.8,2371000,99.97
EV0606,2026-04-19T05:16:00,Hyundai Kona,Bengaluru,Sport,AC,39.2,26.5,80.9,7.2,189.7,22.74,7.62,5.11,162.1,156.5,2371000,173.28
EV0607,2026-01-30T02:57:00,Hyundai Kona,Pune,Normal,DC Fast,39.2,16.4,89.4,50.0,39.9,28.68,8.91,6.04,211.5,205.8,2371000,255.54
EV0608,2026-01-14T09:18:00,Mahindra XUV400,Pune,Normal,AC,39.4,33.9,74.6,7.2,129.3,15.35,7.7,6.16,181.2,174.9,1599000,118.2
EV0609,2026-04-16T12:56:00,Mahindra XUV400,Bengaluru,Normal,AC,39.4,19.3,65.4,3.3,332.5,18.07,10.54,6.58,169.6,153.9,1599000,190.46
EV0610,2026-03-13T02:17:00,Hyundai Kona,Pune,Normal,AC,39.2,21.3,75.0,22.0,57.5,20.77,11.05,5.79,170.3,154.4,2371000,229.51
EV0611,2026-06-01T09:28:00,MG ZS EV,Mumbai,Normal,AC,50.3,21.0,85.9,22.0,95.1,32.72,11.18,5.84,252.3,252.9,1899000,365.81
EV0612,2026-05-26T06:49:00,Hyundai Kona,Chennai,Normal,AC,39.2,41.1,73.7,7.2,101.4,12.2,7.31,6.14,177.5,181.5,2371000,89.18
EV0613,2026-02-18T01:31:00,BYD Atto 3,Mumbai,Eco,AC,60.5,39.6,83.8,7.2,233.6,27.48,11.48,6.56,332.1,312.5,2499000,315.47
EV0614,2026-02-09T06:58:00,Mahindra XUV400,Pune,Normal,AC,39.4,41.7,72.6,7.2,103.9,11.94,8.59,6.64,189.9,203.7,1599000,102.56
EV0615,2026-03-24T13:08:00,Mahindra XUV400,Chennai,Sport,AC,39.4,25.1,79.9,7.2,181.5,21.42,10.56,5.44,171.2,158.4,1599000,226.2
EV0616,2026-03-04T18:21:00,MG ZS EV,Mumbai,Eco,AC,50.3,30.1,88.5,3.3,539.8,29.67,10.0,7.18,319.7,327.6,1899000,296.7
EV0617,2026-04-11T03:09:00,MG ZS EV,Pune,Normal,AC,50.3,55.0,88.3,22.0,45.8,17.07,9.25,6.43,285.8,267.0,1899000,157.9
EV0618,2026-02-02T12:15:00,Hyundai Kona,Chennai,Normal,AC,39.2,46.3,95.8,22.0,54.1,18.96,10.68,6.29,236.5,224.6,2371000,202.49
EV0619,2026-04-27T09:41:00,Tata Nexon EV,Bengaluru,Normal,DC Fast,40.5,12.2,68.8,50.0,27.9,21.74,7.34,6.44,179.5,165.7,1450000,159.57
EV0620,2026-01-12T11:23:00,MG ZS EV,Mumbai,Normal,AC,50.3,23.2,75.7,22.0,73.3,25.86,11.78,6.04,230.1,213.7,1899000,304.63
EV0621,2026-01-24T14:32:00,BYD Atto 3,Hyderabad,Sport,AC,60.5,42.3,87.9,3.3,523.0,28.3,7.87,5.07,269.3,262.8,2499000,222.72
EV0622,2026-06-11T17:55:00,Tata Nexon EV,Bengaluru,Normal,AC,40.5,34.1,91.0,22.0,67.5,22.66,7.98,6.26,230.7,236.5,1450000,180.83
